,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,Black Forest Gateau Brings Fame to Chorley Branch;
,,,,,Trends—Modern Equipment;
,,,,,In Your Garden;
,,,,,EAW in Action;
,,,,,School News;
,,,,,Household News;
1970,Winter,1970,148,"Vol 8, No 12",Making Light Work;
,,,,,Message from the EAW President;
,,,,,An Easy Guide to Plug Wiring;
,,,,,To Buy or Bake;
,,,,,Marjorie Pickford;
,,,,,Lighting in a London Store;
,,,,,Shopping for Domestic Lighting Ideas;
,,,,,Trends—Dish Washers;
,,,,,Electrical Gifts;
,,,,,Entertaining with Ease;
,,,,,Present Safety;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,School News;
,,,,,Planning a Kitchen;
,,,,,In Your Garden;
,,,,,The Priorities of Women in the '70s;
,,,,,Household News;
,,,,,Gaiety at Christmas;
1971,Spring,1971,5,"Vol 8, No 13",A New Look for Spring;
,,,,,Food and Cookery;
,,,,,Spring Cleaning Equipment;
,,,,,Trends in Drying Equipment;
,,,,,Saucepans Galore;
,,,,,The Latest in Electric Living;
,,,,,Convenience and Safety;
,,,,,A Change of Menu;
,,,,,Home Safety;
,,,,,Community Responsibility;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,Student News;
,,,,,New EAW Publications;
,,,,,In Your Garden;
,,,,,Household News;
1971,Summer,1971,53,"Vol 8, No 14",Home Planning Report;
,,,,,Equipment to Look For;
,,,,,Trends—Refrigerators and Freezers;
,,,,,Controls Today;
,,,,,Bathrooms;
,,,,,Summer Sparkle;
,,,,,EAW 46th Annual Conference;
,,,,,Don’t Make Do or Mend—Re-wire;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,What’s Behind Your Shopping Basket?;
,,,,,New Concept for Village School;
,,,,,Make Room with Electricity;
,,,,,Student News;
,,,,,In Your Garden;
,,,,,Household News;
1971,Autumn,1971,101,"Vol 8, No 15",Planning Your Kitchen;
,,,,,Equipment;
,,,,,Holiday Souvenirs;
,,,,,What’s Behind a Supermarket;
,,,,,Take a Packet of Peas;
,,,,,Cook-Freeze Catering;
,,,,,To Follow the Main Dish;
,,,,,Trends—Cookers;
,,,,,Kitchen Units;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,EAW Teaches Safety;
,,,,,Student News;
,,,,,In Your Garden;
,,,,,Household News;
1971,Winter,1971,149,"Vol 8, No 16",Christmas;
,,,,,Planning for a Food Freezer;
,,,,,Lights in Winter;
,,,,,Electrical Gifts;
,,,,,Trends—Small Appliances;
,,,,,Living Room Furniture;
,,,,,Student News;
,,,,,Christmas Fare with a Difference;
,,,,,Wines for the Festive Season;
,,,,,Your Bird has a Background;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,Quiz for Christmas;
,,,,,The Food Mixer Family;
,,,,,Special Branch News;
,,,,,In Your Garden;
,,,,,Household News—Christmas Gifts and Decorations;
1972,Spring,1972,5,"Vol 8, No 17",Living by the Clock;
,,,,,4 Million Women Can’t Be Wrong;
,,,,,Trends—Automatic Washing Machines;
,,,,,Equipment for 1972;
,,,,,Tableware;
,,,,,Harrogate;
,,,,,A Wonderland of Cakes;
,,,,,Air Conditioning Prospects in Great Britain;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,So You Want to Buy a Food Freezer;
,,,,,In Your Garden;
,,,,,Spring Fever;
,,,,,Student News;
,,,,,Household News;
1972,Summer,1972,53,"Vol 8, No 18",The 'Know-how' That Matters;
,,,,,Highlights of the EAW Year;
,,,,,Tiling Ideas;
,,,,,Annual Conference Proceedings;
,,,,,Trends—Irons and Ironers;
,,,,,Equipment for You and Your Friends;
,,,,,The Bread in Your Basket;
,,,,,Cuts Without Tears;
,,,,,Eating Out or Eating In;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,Nation Building and the African Woman;
,,,,,Student News;
,,,,,A British Woman at Harvard Business School;
,,,,,In Your Garden;
,,,,,Household News.
1972,Autumn,1972,101,"Vol 8, No 19",Times and Seasons
,,,,,The New Chairman
,,,,,Living in the Light
,,,,,Walls
,,,,,Trends—Cookers
,,,,,Cookers to Choose From
,,,,,Trawler to Table
,,,,,Including the Kitchen Sink
,,,,,The Queen of Hearts She Made Some...
,,,,,At 25 Foubert’s Place
,,,,,Question Time
,,,,,Highlights of EAW Branches
,,,,,Student News
,,,,,Chosen Girls
,,,,,In Your Garden
,,,,,The Telephone Today and Tomorrow
,,,,,Household News
1972,Winter,1972,149,"Vol 8, No 20",Choice
,,,,,Northern Lands
,,,,,"Good Cheer, Good Company"
,,,,,Christmas Choice of Equipment
,,,,,Sherry and Port
,,,,,Hobby Becomes Thriving Business
,,,,,Christmas Recipes
,,,,,At 25 Foubert’s Place
,,,,,Question Time
,,,,,Student News
,,,,,A Space Trick
,,,,,Trends—Food Preparation Appliances
,,,,,In Your Garden
,,,,,EAW Highlights
,,,,,Household News
1973,Spring,1973,5,"Vol 8, No 21",Keeping up to date;
,,,,,EAW goes into action;
,,,,,The Mansion House;
,,,,,Food Freezers are in—and up;
,,,,,Electricity Today;
,,,,,Sleeping Pretty;
,,,,,Vary the Vegetables;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,So you want to buy a Dish Washer;
,,,,,The Good Earth;
,,,,,Student News;
,,,,,EAW News;
,,,,,Highlights from Harrogate;
,,,,,In Your Garden;
,,,,,Household News;
1973,Summer,1973,53,"Vol 8, No 22",Midsummer Manoeuvres;
,,,,,Twelve Months of Progress;
,,,,,Casseroles;
,,,,,Thinking of Buying—A Cooker;
,,,,,Equipment for Every Need;
,,,,,Address by Sir Geoffrey Howe;
,,,,,Easy Dishes for Summer Days;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,EAW 48th Annual Conference;
,,,,,In Your Garden;
,,,,,Budget Menu Competition;
,,,,,Student News;
,,,,,Electrical Safety at Home;
,,,,,Household News;
1973,Autumn,1973,101,"Vol 8, No 23",A Better Place to Live;
,,,,,Electricity and the Environment;
,,,,,Put it down;
,,,,,Have you enough Hot Water;
,,,,,The Mat without a Welcome;
,,,,,Electric Heating for Comfort and Safety;
,,,,,Take a Basic Mixture;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,In Your Garden;
,,,,,Creating a Climate for Work;
,,,,,A Mountain Power House;
,,,,,Student News;
,,,,,3 University Scholarships;
,,,,,More about Colour;
,,,,,Household News;
1973,Winter,1973,149,"Vol 8, No 24",Christmas and After;
,,,,,The EAW in the Sun;
,,,,,A Place for Everything;
,,,,,So you Want to Buy an Electric Blanket;
,,,,,Ease and Elegance for Christmas;
,,,,,Christmas Festivities;
,,,,,Going Metric;
,,,,,Festive Foods;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Frozen for Christmas;
,,,,,The EAW in Many Places;
,,,,,Could this happen to your Freezer?;
,,,,,In your Garden;
,,,,,Power and the Environment;
,,,,,Christmas Novelties;
,,,,,Household News;
1974,Spring,1974,5,"Vol 8, No 25",Being prepared;
,,,,,Edinburgh;
,,,,,Glass—Traditional and Modern styles;
,,,,,So you want to buy a Dryer;
,,,,,Choose wisely—Use carefully;
,,,,,This is what it was like;
,,,,,Recipes—Old Favourites;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Student News;
,,,,,In your Garden;
,,,,,Meeting the Needs of the Handicapped;
,,,,,Save our Energy;
,,,,,Household News;
1974,Summer,1974,53,"Vol 8, No 26",Celebration;
,,,,,Messages of Greeting;
,,,,,Electricity in the South of Scotland;
,,,,,The Hydro-Electric Story;
,,,,,So you want to buy a Cooker;
,,,,,Equipment Review;
,,,,,Looking back at Installations;
,,,,,Eat with the Scots;
,,,,,Looking at your Table;
,,,,,In Your Garden;
,,,,,Twentieth Century Romance from Speyside;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Student News;
,,,,,Household News;
1974,Autumn,1974,101,"Vol 8, No 27",Jubilation;
,,,,,Electricity’s Contribution to the Environment;
,,,,,Walls—A Modern Approach;
,,,,,So You Want to Buy a Dishwasher;
,,,,,A Date with a Dishwasher;
,,,,,EAW Annual Conference;
,,,,,"Apples, Pears and Plums;"
,,,,,Cooking in Metric;
,,,,,Responsibilities and Rewards;
,,,,,Student News;
,,,,,In Your Garden;
,,,,,At 25 Foubert’s Place;
,,,,,Question Time;
,,,,,Some Thoughts on the Environment;
,,,,,Household News;
1974,Winter,1974,149,"Vol 8, No 28",A Memorable Day;
,,,,,Going to the Palace;
,,,,,At Your Service;
,,,,,So You Want to Buy an Electrical Gift;
,,,,,For your Christmas List;
,,,,,Testing for Safety;
,,,,,Christmas Fare;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,In Your Garden;
,,,,,Conserve Heat—Cut Costs;
,,,,,Comfort at Christmas;
,,,,,Up to Standard;
,,,,,Servicing of Appliances;
,,,,,Christmas Novelties;
,,,,,Household News;
1975,Spring,1975,5,"Vol 8, No 29",Challenge;
,,,,,The EAW Story;
,,,,,The Cost of Electricity in the Home;
,,,,,Get Set for Entertaining;
,,,,,So you want to buy Laundry Equipment;
,,,,,Choose for Economy;
,,,,,Are you Safe at Home?;
,,,,,Family Fare;
,,,,,A Yorkshire Success—EAW Jubilee Exhibition;
,,,,,Blueprint of an Exhibition;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Electricity's Special Service;
,,,,,Student News;
,,,,,Up to Standard;
,,,,,In Your Garden;
,,,,,Household News;
1975,Summer,1975,53,"Vol 8, No 30",A Time for Care;
,,,,,Commemorating the Golden Jubilee;
,,,,,Messages from Overseas;
,,,,,Happy Anniversary;
,,,,,The EAW's two Directors;
,,,,,Equipment Review;
,,,,,So you want to buy a Cooker;
,,,,,Celebration Cooking;
,,,,,New Plugs and Socket Outlets;
,,,,,More Standards;
,,,,,Better Servicing through Electricity Boards;
,,,,,EAW Branches celebrate the Golden Jubilee;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Student News;
,,,,,In Your Garden;
,,,,,Household News;
1975,Autumn,1975,101,"Vol 8, No 31",Taking Stock;
,,,,,Baroness Hornsby-Smith interviewed by Miss Mary George;
,,,,,Points from speech by Lord Lovell-Davis;
,,,,,EAW Golden Jubilee Conference;
,,,,,Replacement or First Buy;
,,,,,Making an Entrance;
,,,,,Easy Variations;
,,,,,EAW Anniversary Cake;
,,,,,Check your Electrical Appliances;
,,,,,Golden Jubilee in EAW Branches;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Student News;
,,,,,Caroline Haslett Memorial Trust;
,,,,,Guesswork gone from Home Laundry;
,,,,,Up to Standard;
,,,,,In Your Garden;
,,,,,Household News;
1975,Winter,1975,149,"Vol 8, No 32",Consumer's Christmas;
,,,,,The Real Facts of Energy Saving;
,,,,,Containers for Cooking;
,,,,,Cooking Equipment for the Dining Room;
,,,,,For Christmas;
,,,,,Learn with the EAW;
,,,,,Moving Thoughts;
,,,,,The Family at Christmas;
,,,,,Student News;
,,,,,The Case for Humidifiers;
,,,,,In Your Garden;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,Living Standards;
,,,,,DIY for Christmas;
,,,,,Finding a Fault;
,,,,,News for the Consumer;
,,,,,Household News;
1976,Spring,1976,5,"Vol 8, No 33",Introducing the New EAW Director;
,,,,,Bringing You up to Date with Washers;
,,,,,Illustrated Review of Washers and Dryers;
,,,,,Tables for all Occasions;
,,,,,A Family Story from 1825;
,,,,,Dishes beyond Dover;
,,,,,My Training and My Job;
,,,,,At 25 Foubert's Place;
,,,,,Question Time;
,,,,,In Your Garden;
,,,,,Home Improvements;
,,,,,Student News;
,,,,,Standards;
,,,,,Household News;
1976,Summer,1976,53,"Vol 8, No 34",EAW in the Community;
,,,,,Space Saving in the Home;
,,,,,Up to date with Refrigerators and Freezers;
,,,,,Refrigerators and Freezers Illustrated;
,,,,,Energy—Conservation or Deprivation;
,,,,,Here comes Summer;
,,,,,Home and Away—Recipes;
,,,,,Conference proceedings;
,,,,,At 25 Foubert's Place;
,,,,,Questions and Answers;
,,,,,Speech Training for Deaf Children;
,,,,,Visit to Trinidad and Tobago;
,,,,,A Nuclear Powered Kitchen;
,,,,,Student News;
,,,,,Standards Today;
,,,,,In Your Garden;
,,,,,Household News;
1976,Autumn,1976,101,"Vol 8, No 35",Information;
,,,,,The Way Ahead;
,,,,,Europe's newest exhibition complex;
,,,,,To help you choose;
,,,,,Up to date with Water Heating;
,,,,,"12,000 miles and 150 years—New Zealand dairy industry;"
,,,,,Ways with Rice;
,,,,,The story of Avonbank;
,,,,,Student News;
,,,,,On the Floor;
,,,,,At 25 Foubert's Place;
,,,,,Questions and Answers;
,,,,,Standards and You;
,,,,,Electricity in Garage and Greenhouse;
,,,,,In Your Garden;
,,,,,Household News;
1976,Winter,1976,149,"Vol 8, No 36",Direction Finding;
,,,,,EAW and the Consumer;
,,,,,Water Water Everywhere;
,,,,,Small Appliances for Christmas Cooking;
,,,,,Christmas Selection;
,,,,,Home Economists in Canada;
,,,,,75 Years of Standards;
,,,,,New Safety Regulations;
,,,,,Christmas is what you make it;
,,,,,News from the North;
,,,,,Windows;
,,,,,Student News;
,,,,,Caroline Haslett Memorial Trust;
,,,,,At 25 Foubert's Place;
,,,,,Questions and Answers;
,,,,,In Your Garden;
,,,,,Improved Servicing;
,,,,,Household News;
1977,Spring,1977,5,"Vol 8, No 37",Electricity in Everything;
,,,,,Miss St John Ambulance 1977;
,,,,,Up to date with Dryers and Irons;
,,,,,Spring Collection;
,,,,,Looking around at House Styles;
,,,,,Be Friends with your Freezer;
,,,,,Back to the 5 o'clock;
,,,,,Safety in the Home;
,,,,,Standards;
,,,,,At 25 Foubert's Place;
,,,,,Questions and Answers;
,,,,,Worldwide Plug and Socket;
,,,,,Earthing of Electrical Equipment;
,,,,,News from New Zealand;
,,,,,Student News;
,,,,,In Your Garden;
,,,,,Household News;
1977,Summer,1977,53,"Vol 8, No 38",An Informed Opinion;
,,,,,Splash Out in the Bathroom;
,,,,,How Safe is DIY?;
,,,,,Up to date with COOKERS;
,,,,,The Need for Nuclear Energy;
,,,,,Stretching the Budget without Tightening the Belt;
,,,,,Life in the Deep South;
,,,,,Independence is a Gift;
,,,,,At 25 Foubert's Place;
,,,,,Questions and Answers;
,,,,,Learning by Doing;
,,,,,Earthing Part II;
,,,,,In Your Garden;
,,,,,Household News;
1977,Autumn,1977,99,"Vol 8, No 39",Talents well employed;
,,,,,Getting into lane;
,,,,,Herbs for health and beauty;
,,,,,At 25 Foubert's Place;
,,,,,Good ideas;
,,,,,The light of your life;
,,,,,Student news;
,,,,,From north to south;
,,,,,News from New Zealand and Australia;
,,,,,Up the spout;
,,,,,Standards;
,,,,,Household news;
,,,,,Questions and answers;
,,,,,Keep snug as a bug in a rug;
,,,,,Fuses and M.C.B.'s Part III;
,,,,,The National Archive for Electrical Science and Technology;
,,,,,In your garden;
1977,Winter,1977,147,"Vol 8, No 40","""Christmas spirit"";"
,,,,,Christmas shopping;
,,,,,Straws in the wind of EAW change;
,,,,,Perking up a poppy coffee pot;
,,,,,European Christmas;
,,,,,"""Euro-Yule"";"
,,,,,CHMT;
,,,,,Questions and answers;
,,,,,It’s easier than it looks—a guide to simple cake decoration;
,,,,,Safety at Christmas;
,,,,,Household news;
,,,,,In your garden;
,,,,,Latest awards;
,,,,,Standards;
,,,,,Cover photograph: CEGB;
1978,Spring,1978,3,"Vol 8, No 41",Live plugs can kill;
,,,,,Worthwhile improvements;
,,,,,A message from Anna Carson;
,,,,,Sewing made easy;
,,,,,A passion for chocolate;
,,,,,"Waste not, want not;"
,,,,,The making of a Hostess;
,,,,,Standards;
,,,,,Insulating with clingfilm;
,,,,,What’s for supper?;
,,,,,21 years of consumer protection;
,,,,,New baggage rules;
,,,,,A bride’s dream;
,,,,,In your garden;
,,,,,Questions and answers;
,,,,,Household news;
1978,Summer,1978,60,"Vol 9, No 1",Events diary;
,,,,,Messages of goodwill;
,,,,,Lighting-up your life;
,,,,,What’s new?;
,,,,,Energy saving competition;
,,,,,Consumerism—is it still about consumers?;
,,,,,All our yesterdays;
,,,,,Energy conference;
,,,,,Pasta—pull-out supplement;
,,,,,Questions & answers;
,,,,,A computer in your kitchen;
,,,,,Consumer news;
,,,,,Book-ends;
,,,,,Around the branches;
,,,,,Home ideas;
,,,,,In your garden;
,,,,,Flying high;
,,,,,Pigeon post;
1978,Winter,1978,96,"Vol 9, No 2",Events Diary;
,,,,,What’s New;
,,,,,Reader’s competition;
,,,,,Information Desk;
,,,,,Your Garden;
,,,,,Recipes—Chinese Chow;
,,,,,Questions & Answers;
,,,,,Book Ends;
,,,,,Around the Branches;
,,,,,Home Ideas;
,,,,,Pigeon Post;
,,,,,Countdown to Christmas;
,,,,,The Marvels of Microwave Cooking;
,,,,,The Modern Magic of Light in the Arts;
,,,,,Plug in to Safety;
,,,,,Mushrooming Industries;
,,,,,Dreamland Monogram;
1979,Summer,1979,3,"Vol 9, No 3",First Things First;
,,,,,What’s New;
,,,,,Economy 7;
,,,,,Save It!;
,,,,,Sunbeam Goes Dutch;
,,,,,Readers’ Competition;
,,,,,Get Lit Up;
,,,,,Questions and Answers;
,,,,,Salad Days—Recipe Feature;
,,,,,Seventy Years of Hoover;
,,,,,It Could Happen to You;
,,,,,Summer Harvest for the Freezer;
,,,,,Home Ideas;
,,,,,Bookends;
,,,,,Around the Branches;
,,,,,The Small Miracle;
1979,Winter,1979,40,"Vol 9, No 4",Into the 80's;
,,,,,What’s New for Christmas;
,,,,,How—and why—Americans Celebrate Thanksgiving;
,,,,,Erzsebet Kibble’s Year to Remember;
,,,,,Christmas Magic—decorations to make;
,,,,,Hoover Home Helps—Competition;
,,,,,Book Ends;
,,,,,Questions & Answers;
,,,,,A Time for Giving—Christmas Recipe Feature;
,,,,,After-Christmas Entertaining—Recipes;
,,,,,Take Good Care of Your Immersion Heater;
,,,,,Some Practical Conservation Tips;
,,,,,Lighting in the Home;
,,,,,How to Iron your Party Dress;
,,,,,Information Desk;
,,,,,Pigeon Post;
,,,,,Dame Isobel Cripps—an Appreciation;
,,,,,EAW Gifts for Christmas;
,,,,,Gift Ideas for Christmas;
,,,,,Around the Branches;
,,,,,Cardiff Conference;
,,,,,Gardening;
1980,Spring,1980,3,"Vol 9, No 5",Doing One’s Energy Homework in the ’80s;
,,,,,Living with Standards;
,,,,,MV Dame Caroline Haslett;
,,,,,What’s New;
,,,,,Take Care—of your electrical installation;
,,,,,Competition—“Win a Washer” Electrolux automatic washing machine plus other super prizes;
,,,,,Kitchen Revolution;
,,,,,Built-in Kitchens;
,,,,,Tea Time Treats—Recipe Section;
,,,,,Questions & Answers;
,,,,,Spring Bride;
,,,,,Bookends;
,,,,,Top Woman Engineer—A Profile of Dr Elizabeth Laverick;
,,,,,Pigeon Post;
,,,,,Spring in the Garden;
,,,,,Home Ideas;
,,,,,Around the Branches;
,,,,,Girl Technician of the Year Award;
,,,,,Caroline Haslett Memorial Trust Scholarships.
1980,Summer,1980,44,"Vol 9, No 6",Women in Electricity;
,,,,,Competition: Win a Goblin Radio Teasmade and Judge 'Provençale' saucepans;
,,,,,What’s New;
,,,,,BEAB—The Mark of Safety;
,,,,,Save it—with a Shower;
,,,,,Summer Fayre—Recipe Feature;
,,,,,Junior Choice—Recipes for Children;
,,,,,Amy Johnson Festival;
,,,,,Brighten Your Home with Bulbs;
,,,,,The NEC—the people behind the faces;
,,,,,Sixty Years of the Electric Kettle;
,,,,,"The A, B+, C, D and E of Vitamins;"
,,,,,Preserve Summer—Foliage and Flowers;
,,,,,Book Ends;
,,,,,Home Ideas;
,,,,,Round the Branches;
,,,,,Questions & Answers.
1980,Winter,1980,83,"Vol 9, No 7",The Woman’s perspective;
,,,,,Competition—Christmas Cheer;
,,,,,Gifts for Christmas;
,,,,,New Concept in Boards’ Servicing;
,,,,,Home Economists meet in Asia;
,,,,,Buying a House?;
,,,,,Book Ends;
,,,,,Recipe feature—Christmas Variation;
,,,,,‘Save It’ Tips;
,,,,,Bashing away with a smoothing iron;
,,,,,1981—The Year of the Disabled;
,,,,,What’s New;
,,,,,There’s More to Your TV than Meets the Eye;
,,,,,Your Garden;
,,,,,Gifts Ideas;
,,,,,Questions and Answers;
,,,,,Around the Branches;
,,,,,‘LANE’ Presentation;
,,,,,Caroline Haslett Scholarships;
1981,Spring,1981,3,"Vol 9, No 8",Around America in 30 Days;
,,,,,The British Breakfast Goes Electric;
,,,,,Girl Technician of the Year Award;
,,,,,Competition—Play it Cool with Philips;
,,,,,What’s New;
,,,,,Buying Beef in Bulk;
,,,,,Recipe Feature—The Best of British Beef;
,,,,,Real Air is good for you;
,,,,,Expansion 81;
,,,,,A Room for All Reasons;
,,,,,Book Ends;
,,,,,Year of the Disabled—They Need your Help;
,,,,,Gardening;
,,,,,Home Ideas;
,,,,,Round the Branches;
,,,,,Questions and Answers;
1981,Summer,1981,42,"Vol 9, No 9",Women’s Organisations and their Future;
,,,,,Birthday Cake—Quick and Easy;
,,,,,Save It Tips;
,,,,,Year of the Disabled—Electricity Makes it Easier;
,,,,,What’s New;
,,,,,Safety in the Garden Competition—Give your Garden a New Look;
,,,,,Electricity on Tap;
,,,,,Sue Houlding visits the Franklin Delano Roosevelt School;
,,,,,Freezing the Summer Harvest;
,,,,,Recipes: Hot ‘N’ Spicy;
,,,,,Ceramic Hobs for the 80’s;
,,,,,They Called it Witchcraft!;
,,,,,Woman in a Man’s World;
,,,,,Engaging Speakers;
,,,,,Home Ideas;
,,,,,Book Ends;
,,,,,Around the Branches;
,,,,,A Generous Legacy;
,,,,,The Herb Garden;
,,,,,Questions and Answers;
1981,Winter,1981,82,"Vol 9, No 10",A Time for Vision;
,,,,,Lady Hornsby-Smith writes;
,,,,,Take a Nature Trail with the CEGB;
,,,,,What’s New;
,,,,,Electric Heating under Control;
,,,,,Take a New Look at Lighting;
,,,,,A Satisfactory State of Affairs;
,,,,,Hertha Ayrton—A Forgotten Pioneer;
,,,,,Book Ends;
,,,,,A Festive Flavour—Recipe feature;
,,,,,Guitar with Chips;
,,,,,Caroline Haslett Memorial Trust;
,,,,,Gwen Conacher Retires;
,,,,,Getting down to the Roots;
,,,,,Personal Care—the Electric Way;
,,,,,Competition—Prizes Galore from Pifco;
,,,,,Home Ideas;
,,,,,How a District Operates;
,,,,,Around the Branches;
,,,,,Q & A;
